17347	303	1	3107	2.99	2022-01-30 01:50:21.310571+00
17351	304	2	2902	4.99	2022-01-24 22:49:48.948734+00
17403	318	2	3376	7.99	2022-01-29 10:47:43.644651+00
17421	322	1	2983	7.99	2022-01-25 19:07:24.992406+00
17423	322	2	3413	8.99	2022-01-28 05:07:02.442022+00
17454	329	2	3053	0.99	2022-01-31 07:03:12.9492+00
17464	333	1	1667	2.99	2022-01-30 08:25:30.189577+00
17489	339	2	1432	3.99	2022-01-24 15:07:12.87389+00
17490	339	1	1536	4.99	2022-01-26 05:32:55.01393+00
17495	340	1	1697	3.99	2022-01-31 11:10:25.800622+00
17508	341	1	3382	5.99	2022-01-30 12:39:17.919738+00
17579	360	2	1492	0.99	2022-01-26 14:24:50.296376+00
17608	366	2	2214	0.99	2022-01-26 01:43:22.116339+00
17615	368	2	3275	4.99	2022-01-26 10:19:47.778411+00
17684	385	1	3105	0.99	2022-01-29 22:01:24.157019+00
17685	386	2	1585	3.99	2022-01-26 15:38:44.367328+00
17717	392	2	2890	4.99	2022-01-31 00:41:09.532292+00
17737	398	2	3141	9.99	2022-01-24 12:31:08.469382+00
17783	411	2	1997	2.99	2022-01-28 03:05:52.012455+00
17819	424	1	3166	6.99	2022-01-27 01:45:01.808857+00
17824	426	1	2204	2.99	2022-01-25 07:28:48.956372+00
17857	434	1	1225	0.99	2022-01-30 10:17:40.134298+00
17869	437	2	3265	2.99	2022-01-28 09:13:39.904168+00
17871	438	2	1779	0.99	2022-01-25 02:32:26.207845+00
17880	439	1	2992	2.99	2022-01-25 19:12:35.124342+00
17911	449	1	2348	0.99	2022-01-23 15:20:02.390905+00
17916	450	2	2278	0.99	2022-01-31 09:18:37.530517+00
17920	451	1	1202	0.99	2022-01-31 00:33:53.515156+00
17922	451	1	1940	6.99	2022-01-31 20:19:41.053708+00
17936	453	2	2887	4.99	2022-01-24 01:35:12.665382+00
17938	454	2	1844	7.99	2022-01-25 09:54:51.36445+00
17950	455	2	2356	0.99	2022-01-31 07:22:13.073352+00
17959	457	2	1727	0.99	2022-01-23 21:26:40.481358+00
17963	457	1	2762	3.99	2022-01-26 15:52:06.066477+00
17974	459	2	3045	0.99	2022-01-26 13:35:07.808117+00
17985	463	1	3309	4.99	2022-01-24 17:42:39.997128+00
18003	468	1	1821	2.99	2022-01-25 19:14:02.390989+00
18005	468	2	2462	4.99	2022-01-29 18:30:23.234361+00
18038	478	2	2358	4.99	2022-01-29 09:04:26.187969+00
18076	489	1	2802	4.99	2022-01-27 18:48:13.833307+00
18102	497	2	2818	4.99	2022-01-24 12:32:43.466888+00
18113	500	1	1375	5.99	2022-01-28 04:06:57.113409+00
18136	506	2	2824	6.99	2022-01-30 22:54:20.047456+00
18159	513	2	2290	7.99	2022-01-24 20:49:35.843508+00
18160	513	2	2737	1.99	2022-01-24 19:44:51.809898+00
18173	516	2	1159	4.99	2022-01-29 23:37:02.900724+00
18198	523	2	1729	6.99	2022-01-28 22:25:38.508245+00
18241	535	1	1712	4.99	2022-01-29 05:58:55.481946+00
18277	546	2	1403	0.99	2022-01-24 03:06:27.214668+00
18317	559	1	2706	0.99	2022-01-28 16:19:35.594334+00
18328	561	1	2950	4.99	2022-01-27 18:57:32.453461+00
18386	576	1	2651	3.99	2022-01-26 10:47:47.387881+00
18401	581	1	2137	4.99	2022-01-23 21:55:59.088886+00
18468	202	1	1474	2.99	2022-01-30 22:45:24.899702+00
18471	202	2	3148	0.99	2022-01-29 21:46:30.676485+00
18506	3	1	2628	2.99	2022-01-26 01:58:25.925938+00
18526	7	1	3007	0.99	2022-01-29 09:59:18.31734+00
18532	10	1	1801	4.99	2022-01-28 02:03:15.345708+00
18541	12	2	2434	5.99	2022-01-23 16:29:32.179976+00
18544	12	2	3135	2.99	2022-01-30 14:39:52.5628+00
18577	22	1	3419	2.99	2022-01-31 08:52:10.794939+00
18579	23	1	2827	0.99	2022-01-30 20:09:06.917455+00
18580	23	1	3015	5.99	2022-01-26 06:07:04.040097+00
18619	29	2	2923	2.99	2022-01-25 21:41:54.235054+00
18622	30	2	1895	2.99	2022-01-30 14:18:57.334688+00
18683	45	2	2722	4.99	2022-01-29 19:28:49.624839+00
18701	49	2	1777	6.99	2022-01-29 12:27:18.035445+00
18734	57	2	2910	7.99	2022-01-31 12:32:20.581604+00
18750	62	1	3327	3.99	2022-01-30 00:22:15.955736+00
18770	68	2	2662	4.99	2022-01-31 17:24:13.637965+00
18771	68	1	2686	2.99	2022-01-30 12:37:08.915745+00
18837	86	1	2518	4.99	2022-01-23 20:13:05.618859+00
18847	88	1	2878	2.99	2022-01-28 22:32:01.846378+00
18857	91	1	2457	3.99	2022-01-31 13:29:22.157965+00
18860	92	2	2084	4.99	2022-01-25 21:52:26.595086+00
18918	108	2	1372	4.99	2022-01-30 01:01:07.306069+00
18920	108	1	2061	8.99	2022-01-24 22:31:23.915378+00
18921	108	1	2210	2.99	2022-01-29 19:35:47.175956+00
18924	109	2	1891	3.99	2022-01-25 07:41:11.189764+00
18929	111	1	1593	6.99	2022-01-29 19:14:49.242691+00
19008	130	1	2982	6.99	2022-01-24 22:43:06.046054+00
19009	131	1	1646	9.99	2022-01-26 09:34:23.882543+00
19045	141	2	2895	7.99	2022-01-25 22:37:06.81039+00
19085	150	2	3187	1.99	2022-01-26 11:17:47.357714+00
19086	150	1	3456	5.99	2022-01-27 14:39:07.386127+00
19116	160	2	2314	4.99	2022-01-23 18:59:33.993546+00
19119	161	1	1856	2.99	2022-01-25 02:06:37.90564+00
19121	162	2	1339	4.99	2022-01-27 18:53:56.962439+00
19141	167	1	1416	3.99	2022-01-27 20:14:47.743417+00
19156	172	2	1507	0.99	2022-01-23 13:57:04.087741+00
19163	173	1	3336	4.99	2022-01-26 23:12:03.475988+00
19167	174	2	3446	1.99	2022-01-26 19:26:32.324719+00
19171	176	1	1741	7.99	2022-01-23 18:47:31.765476+00
19173	176	1	2181	8.99	2022-01-29 12:32:26.254296+00
19183	178	1	1292	6.99	2022-01-26 13:46:39.760658+00
19188	178	1	2293	4.99	2022-01-27 02:49:56.776826+00
19194	180	1	2798	2.99	2022-01-23 13:24:17.906429+00
19202	182	1	2234	0.99	2022-01-31 15:17:31.897094+00
19205	183	2	2471	5.99	2022-01-29 18:06:54.125709+00
19209	185	1	2459	4.99	2022-01-25 02:05:27.650997+00
19230	189	1	1834	0.99	2022-01-30 21:09:05.643079+00
19234	190	1	1319	2.99	2022-01-30 15:13:26.743955+00
19264	196	2	3342	4.99	2022-01-26 11:24:38.200167+00
19275	199	1	1910	2.99	2022-01-30 02:54:01.728728+00
19299	212	1	1637	2.99	2022-01-29 12:58:26.783939+00
19319	216	2	1461	6.99	2022-01-31 00:42:08.422833+00
19380	234	2	3199	4.99	2022-01-25 08:09:06.587413+00
19386	236	2	2311	6.99	2022-01-27 23:04:37.87377+00
19423	244	2	2955	3.99	2022-01-26 00:50:42.270317+00
19456	254	1	2138	2.99	2022-01-31 16:16:57.901794+00
19466	256	1	2380	6.99	2022-01-29 17:33:47.014561+00
19480	260	2	2040	2.99	2022-01-28 10:12:32.718181+00
19539	269	2	10566	2.99	2022-01-29 13:58:56.641347+00
19564	271	1	12219	4.99	2022-01-30 13:48:07.053308+00
19576	273	1	10753	3.99	2022-01-30 08:46:35.34433+00
19641	277	2	14745	4.99	2022-01-31 18:49:34.590337+00
19653	278	2	14803	0.99	2022-01-24 07:45:02.491429+00
19667	279	1	14789	4.99	2022-01-26 09:48:44.562268+00
19693	283	1	15837	2.99	2022-01-29 23:21:10.158804+00
19708	285	2	12687	9.99	2022-01-27 18:13:36.930059+00
19715	286	2	13635	5.99	2022-01-24 17:39:54.179259+00
19749	289	2	14729	4.99	2022-01-31 01:39:25.058984+00
19789	294	2	14630	7.99	2022-01-30 12:39:09.641986+00
19802	296	2	13471	2.99	2022-01-30 00:46:22.908088+00
19814	297	1	11784	0.99	2022-01-26 21:25:50.413534+00
19820	297	2	15582	2.99	2022-01-29 02:20:32.774683+00
19877	303	1	15511	3.99	2022-01-26 06:19:36.155054+00
19905	306	1	13996	4.99	2022-01-30 01:34:03.758248+00
19921	308	1	12590	6.99	2022-01-27 01:56:21.534079+00
19995	317	1	14032	5.99	2022-01-25 15:10:20.008222+00
20022	322	2	11120	4.99	2022-01-29 21:00:05.770319+00
20041	324	2	12543	2.99	2022-01-27 14:55:53.526755+00
20108	331	1	15521	2.99	2022-01-24 22:26:45.22042+00
20118	333	2	10844	4.99	2022-01-28 14:20:42.924392+00
20130	334	2	10997	7.99	2022-01-25 06:39:06.150092+00
20185	339	2	14758	3.99	2022-01-24 18:02:43.296998+00
20187	340	1	10667	8.99	2022-01-30 21:06:49.580668+00
20203	341	2	13059	0.99	2022-01-26 07:17:47.311835+00
20222	342	2	14299	0.99	2022-01-26 02:41:21.753457+00
20235	344	2	13014	4.99	2022-01-28 00:05:46.433252+00
20238	344	2	14624	0.99	2022-01-31 15:12:46.449162+00
20273	348	2	13238	2.99	2022-01-29 20:10:32.406455+00
20294	350	2	11692	6.99	2022-01-29 05:30:47.589021+00
20298	350	2	13086	0.99	2022-01-24 04:24:26.124005+00
20306	351	2	15712	2.99	2022-01-26 11:45:14.236888+00
20307	351	1	15762	2.99	2022-01-24 21:06:57.697542+00
20321	353	1	15564	1.99	2022-01-24 20:33:37.771799+00
20341	356	2	12037	4.99	2022-01-27 06:40:06.152386+00
20348	356	2	15754	5.99	2022-01-24 01:20:01.872735+00
20374	360	2	12088	5.99	2022-01-27 17:32:01.588751+00
20384	361	2	11031	5.99	2022-01-24 21:38:06.105772+00
20404	362	1	14808	4.99	2022-01-30 07:02:05.956403+00
20459	368	2	13963	1.99	2022-01-30 23:00:01.348328+00
20496	372	2	13871	8.99	2022-01-31 08:40:19.131294+00
20514	373	2	13467	2.99	2022-01-28 09:47:03.737176+00
20523	374	2	15053	5.99	2022-01-24 04:58:04.961672+00
20635	386	1	10572	4.99	2022-01-28 12:00:15.770933+00
20682	390	2	13546	3.99	2022-01-31 19:56:46.127963+00
20730	395	1	15698	2.99	2022-01-29 12:46:31.854989+00
20732	395	1	15970	4.99	2022-01-29 03:28:05.576935+00
20753	397	2	14100	3.99	2022-01-30 10:21:05.287972+00
20755	397	1	15083	6.99	2022-01-28 04:43:40.815687+00
20761	399	2	10654	2.99	2022-01-29 12:14:06.63989+00
20768	399	1	15468	4.99	2022-01-26 03:04:31.794521+00
20791	402	1	15428	4.99	2022-01-27 17:24:48.640077+00
20794	403	2	10789	2.99	2022-01-31 04:39:28.343408+00
20797	403	2	11427	2.99	2022-01-30 13:14:43.67663+00
20824	405	1	13398	0.99	2022-01-28 15:20:35.676204+00
20861	409	2	12830	0.99	2022-01-26 10:53:40.524884+00
20862	409	1	13392	8.99	2022-01-30 17:23:02.625939+00
20864	409	1	14103	1.99	2022-01-25 02:31:27.967407+00
20923	415	2	12128	5.99	2022-01-25 19:35:32.519711+00
20934	416	1	11557	6.99	2022-01-28 16:39:26.875461+00
20951	417	1	14304	6.99	2022-01-27 09:48:07.413642+00
20972	419	1	10372	2.99	2022-01-26 09:48:23.333497+00
20998	422	1	11658	2.99	2022-01-30 08:33:04.810743+00
21013	423	2	14191	6.99	2022-01-26 08:07:23.399941+00
21105	435	1	14765	1.99	2022-01-30 02:23:45.220535+00
21113	436	2	12429	6.99	2022-01-30 08:06:45.10296+00
21157	440	2	14863	7.99	2022-01-26 02:20:28.760933+00
21167	442	2	10365	6.99	2022-01-30 09:48:05.397811+00
21230	447	2	16032	4.99	2022-01-25 10:25:32.517873+00
21267	451	2	13252	2.99	2022-01-29 19:13:41.101657+00
21271	451	2	14500	0.99	2022-01-26 20:02:28.314185+00
21280	452	1	15909	0.99	2022-01-29 05:46:46.447694+00
21342	459	1	12527	6.99	2022-01-31 20:29:53.534165+00
21370	461	1	15067	2.99	2022-01-24 19:48:05.318601+00
21372	461	1	15336	6.99	2022-01-25 02:18:08.363636+00
21416	466	1	12048	7.99	2022-01-31 03:06:18.951835+00
21422	466	1	16005	7.99	2022-01-24 15:12:40.657792+00
21437	468	2	13221	3.99	2022-01-31 20:10:47.559735+00
21466	470	2	11711	2.99	2022-01-31 05:47:10.309293+00
21490	472	2	13188	8.99	2022-01-30 19:23:12.717717+00
21498	473	1	11216	4.99	2022-01-23 20:41:57.706703+00
21502	473	2	13984	4.99	2022-01-25 04:42:00.671408+00
21546	478	2	15188	4.99	2022-01-24 03:57:26.18962+00
21635	489	2	11119	9.99	2022-01-24 19:49:14.983437+00
21643	489	1	15205	0.99	2022-01-29 12:57:38.091077+00
21670	493	1	15490	6.99	2022-01-24 16:53:08.087622+00
21673	494	1	10623	2.99	2022-01-28 18:21:54.64425+00
21705	497	1	15362	5.99	2022-01-25 23:11:21.849622+00
21734	501	2	11393	4.99	2022-01-27 03:34:50.010479+00
21769	504	2	10509	3.99	2022-01-28 12:32:22.776205+00
21801	507	2	12275	4.99	2022-01-31 14:35:11.390874+00
21809	508	2	13201	2.99	2022-01-31 13:54:05.686313+00
21821	510	2	12406	2.99	2022-01-25 19:19:48.228634+00
21946	523	1	12288	2.99	2022-01-28 06:31:58.805747+00
22044	534	2	10725	6.99	2022-01-31 21:22:55.65883+00
22063	535	1	14522	4.99	2022-01-25 21:01:37.510648+00
22122	542	1	12819	0.99	2022-01-28 14:08:11.647254+00
22128	543	1	11681	2.99	2022-01-27 04:51:47.74531+00
22156	546	1	14797	4.99	2022-01-27 07:37:47.216849+00
22166	547	2	13307	2.99	2022-01-27 19:00:54.26734+00
22225	554	2	14015	2.99	2022-01-28 15:48:12.372147+00
22250	557	2	13794	2.99	2022-01-26 20:10:20.700702+00
22270	559	1	14342	4.99	2022-01-26 15:54:59.782589+00
22296	562	2	13225	2.99	2022-01-29 04:11:12.804962+00
22307	563	2	14592	4.99	2022-01-28 09:22:32.084265+00
22308	563	2	15507	0.99	2022-01-25 23:18:17.753901+00
22349	567	2	13031	2.99	2022-01-24 18:39:01.35281+00
22356	568	1	11331	2.99	2022-01-30 06:28:14.337144+00
22387	572	1	11114	0.99	2022-01-30 23:37:28.009601+00
22388	572	1	11121	4.99	2022-01-25 01:11:22.029254+00
22389	572	2	11415	2.99	2022-01-27 09:41:06.398997+00
22411	574	2	15214	2.99	2022-01-26 11:09:53.816189+00
22440	577	2	13500	3.99	2022-01-26 14:46:04.264382+00
22481	582	1	14376	4.99	2022-01-29 18:37:07.400251+00
22494	584	1	11213	4.99	2022-01-27 00:09:29.157333+00
22500	584	2	14102	5.99	2022-01-28 02:33:52.883802+00
22501	584	2	14230	5.99	2022-01-25 07:35:06.78563+00
22509	585	1	15804	4.99	2022-01-31 11:55:26.82629+00
22548	590	2	11578	5.99	2022-01-24 22:24:48.280857+00
22593	596	2	12560	4.99	2022-01-25 08:03:15.066383+00
22646	204	2	13899	2.99	2022-01-29 08:49:11.474924+00
22657	206	2	10930	3.99	2022-01-25 10:40:48.514132+00
22701	2	2	15907	4.99	2022-01-24 08:17:41.922082+00
22708	3	1	15619	2.99	2022-01-30 00:44:18.250996+00
22789	12	2	10392	10.99	2022-01-28 09:58:42.781711+00
22796	13	1	11292	4.99	2022-01-25 09:02:06.924325+00
22821	15	2	12551	2.99	2022-01-23 19:25:45.914197+00
22864	20	2	10284	4.99	2022-01-27 02:18:50.852803+00
22869	20	2	13036	4.99	2022-01-24 22:16:40.402865+00
22907	23	2	13331	4.99	2022-01-24 19:04:52.891148+00
22929	25	1	15972	5.99	2022-01-24 16:21:21.85371+00
23033	36	2	11616	4.99	2022-01-25 12:16:44.430246+00
23038	36	1	14647	9.99	2022-01-23 15:20:21.954692+00
23040	37	1	10538	2.99	2022-01-28 20:49:07.603897+00
23041	37	1	11176	3.99	2022-01-23 18:35:29.965529+00
23071	40	1	10442	2.99	2022-01-27 21:08:11.000453+00
23075	40	2	12877	2.99	2022-01-29 23:28:41.102945+00
23095	42	1	15442	2.99	2022-01-31 17:02:28.624422+00
23127	46	2	12280	4.99	2022-01-27 14:01:12.109088+00
23201	54	1	10956	4.99	2022-01-28 03:38:00.313108+00
23217	55	1	13345	6.99	2022-01-28 18:06:50.777355+00
23261	60	1	11404	8.99	2022-01-27 11:58:31.676761+00
23266	60	1	15618	5.99	2022-01-30 05:20:40.46252+00
23305	65	2	11845	2.99	2022-01-29 21:40:10.267891+00
23341	69	1	12121	2.99	2022-01-27 00:22:39.385789+00
23348	70	1	11274	9.99	2022-01-27 21:23:13.698157+00
23410	75	1	12662	0.99	2022-01-25 01:30:30.382801+00
23481	83	1	11565	5.99	2022-01-25 20:35:51.817002+00
23498	84	1	15190	4.99	2022-01-25 12:35:57.361807+00
23506	85	2	13733	0.99	2022-01-28 17:21:05.008536+00
23509	86	2	10584	6.99	2022-01-29 13:58:55.808128+00
23562	91	1	15341	4.99	2022-01-23 18:02:14.707836+00
23596	96	1	11984	3.99	2022-01-27 16:57:16.836217+00
23616	99	1	10455	1.99	2022-01-31 02:09:44.955718+00
23618	99	2	12379	0.99	2022-01-30 19:10:45.909572+00
23671	106	1	12159	7.99	2022-01-31 14:30:29.082452+00
23679	107	1	14562	4.99	2022-01-27 11:14:02.597066+00
23695	109	2	15677	2.99	2022-01-31 14:28:32.929983+00
23710	112	1	11019	2.99	2022-01-30 22:15:39.6354+00
23729	113	1	15600	1.99	2022-01-25 23:27:02.555671+00
23732	114	2	12326	0.99	2022-01-26 08:41:59.952593+00
23736	114	1	14867	4.99	2022-01-24 13:56:49.411778+00
23800	120	1	14246	4.99	2022-01-30 14:52:11.250595+00
23838	125	1	10583	2.99	2022-01-26 16:24:45.120882+00
23864	127	2	12820	2.99	2022-01-28 02:00:32.01573+00
23885	129	1	10483	2.99	2022-01-28 14:19:30.740137+00
23887	129	2	10816	4.99	2022-01-24 11:15:38.819069+00
23918	132	1	10400	6.99	2022-01-30 19:06:51.48459+00
23927	133	1	12834	4.99	2022-01-27 08:08:41.918572+00
23955	136	2	13992	4.99	2022-01-28 17:29:24.197732+00
23960	137	2	10842	5.99	2022-01-25 18:22:50.89799+00
24010	141	1	12032	5.99	2022-01-27 04:55:26.864795+00
24012	141	2	12107	3.99	2022-01-27 00:58:55.450603+00
24016	141	2	13470	4.99	2022-01-23 15:06:30.830136+00
24041	144	1	10951	4.99	2022-01-28 02:55:02.723978+00
24054	145	2	10799	4.99	2022-01-25 18:49:00.649389+00
24073	146	1	13606	4.99	2022-01-25 11:42:23.343897+00
24081	147	2	13542	4.99	2022-01-28 14:30:27.726116+00
24084	147	1	14156	0.99	2022-01-31 10:11:49.767015+00
24102	148	2	14629	2.99	2022-01-28 14:29:31.72761+00
24120	150	2	12260	6.99	2022-01-31 12:51:54.571076+00
24124	150	2	12890	0.99	2022-01-28 05:56:09.510327+00
24143	152	1	10320	6.99	2022-01-29 14:10:25.126451+00
24153	152	2	14668	4.99	2022-01-28 03:05:59.02215+00
24186	156	2	13802	2.99	2022-01-25 23:36:48.546263+00
24190	156	1	15408	6.99	2022-01-24 23:03:03.355436+00
24200	157	2	14974	4.99	2022-01-28 17:35:21.317431+00
24216	159	1	13933	0.99	2022-01-30 21:53:23.772263+00
24297	168	2	13811	0.99	2022-01-31 07:10:04.369035+00
24299	168	1	15033	3.99	2022-01-28 20:27:31.516771+00
24324	171	2	13433	0.99	2022-01-29 16:25:58.688187+00
24359	175	2	11618	4.99	2022-01-29 09:13:02.276271+00
24364	175	2	14507	4.99	2022-01-27 07:41:36.199742+00
24393	178	2	11927	3.99	2022-01-26 06:08:55.106273+00
24395	178	2	12727	2.99	2022-01-29 06:50:10.192036+00
24399	178	2	14314	2.99	2022-01-24 21:23:45.385805+00
24419	180	1	15039	4.99	2022-01-31 15:03:52.299314+00
24433	181	2	14406	3.99	2022-01-27 06:37:17.914591+00
24462	185	1	12674	5.99	2022-01-31 04:26:11.897056+00
24498	188	2	15409	0.99	2022-01-26 04:36:24.137141+00
24523	192	1	11815	4.99	2022-01-26 10:47:05.699484+00
24531	193	2	12384	0.99	2022-01-27 22:46:55.920853+00
24540	194	2	11475	5.99	2022-01-30 09:07:14.920528+00
24660	212	1	12156	7.99	2022-01-27 12:26:01.647163+00
24695	215	1	15843	0.99	2022-01-29 17:30:55.654105+00
24761	224	1	12492	4.99	2022-01-31 15:10:40.755291+00
24783	226	1	15901	4.99	2022-01-26 06:59:05.945875+00
24791	228	1	10585	4.99	2022-01-31 15:43:39.953608+00
24828	232	2	14857	0.99	2022-01-28 22:57:15.63161+00
24838	234	2	10968	7.99	2022-01-30 13:12:52.556913+00
24847	234	2	15037	5.99	2022-01-26 03:08:13.160842+00
24854	235	1	15034	6.99	2022-01-26 07:33:43.939246+00
24876	238	1	10659	5.99	2022-01-24 04:39:19.169455+00
24886	239	2	11900	4.99	2022-01-30 05:05:29.667122+00
24887	239	1	11968	0.99	2022-01-24 14:14:55.497545+00
24944	244	2	14657	0.99	2022-01-25 10:41:33.470639+00
24982	250	1	12361	0.99	2022-01-24 20:21:43.360628+00
25052	257	2	13203	7.99	2022-01-26 18:39:43.421717+00
25087	260	1	12852	0.99	2022-01-24 14:46:55.266984+00
25098	261	2	11928	2.99	2022-01-26 02:42:05.641469+00
25123	263	2	12919	6.99	2022-01-25 07:33:06.938495+00
25142	265	1	14547	6.99	2022-01-26 21:59:55.242108+00
25197	271	1	6024	2.99	2022-01-29 03:09:01.551039+00
25208	273	2	3556	2.99	2022-01-27 20:46:48.877024+00
25256	277	2	4987	5.99	2022-01-28 07:12:19.194959+00
25260	277	1	6487	5.99	2022-01-23 14:05:24.118128+00
25290	280	2	8695	6.99	2022-01-31 18:37:48.079292+00
25309	282	1	7433	2.99	2022-01-23 15:52:33.638966+00
25338	284	1	5161	6.99	2022-01-29 21:48:26.610611+00
25360	286	2	3692	3.99	2022-01-24 19:34:35.98977+00
25379	287	2	5761	0.99	2022-01-30 11:06:03.204173+00
25407	289	1	9498	2.99	2022-01-29 01:30:44.751122+00
25435	292	2	3557	0.99	2022-01-31 08:23:20.755902+00
25442	292	2	7199	5.99	2022-01-29 16:52:46.791136+00
25443	292	1	7216	2.99	2022-01-24 05:42:57.803308+00
25479	295	2	5283	2.99	2022-01-27 14:09:31.511677+00
25485	295	1	8840	9.99	2022-01-27 22:42:30.691411+00
25497	296	2	6016	4.99	2022-01-29 06:25:39.245405+00
25501	296	2	8171	0.99	2022-01-25 10:03:11.411556+00
25516	297	1	10153	0.99	2022-01-31 16:43:37.241549+00
25531	299	1	5642	2.99	2022-01-28 20:51:25.739994+00
25532	299	2	6732	0.99	2022-01-28 23:24:01.214577+00
25537	299	1	9520	2.99	2022-01-25 03:41:53.353692+00
25596	304	2	7551	4.99	2022-01-31 17:40:33.864763+00
25599	304	1	9992	6.99	2022-01-27 23:13:00.062875+00
25628	307	1	4868	4.99	2022-01-29 22:30:14.964658+00
25630	307	2	6125	6.99	2022-01-27 06:26:28.093236+00
25658	309	2	9945	2.99	2022-01-24 08:40:07.18626+00
25662	310	1	5621	5.99	2022-01-29 17:27:17.673294+00
25674	311	2	9882	8.99	2022-01-24 06:47:25.015384+00
25682	312	1	8137	4.99	2022-01-25 08:34:21.679506+00
25702	314	1	6763	3.99	2022-01-29 15:30:02.351065+00
25736	317	2	5942	7.99	2022-01-27 19:05:34.848418+00
25799	323	1	6840	3.99	2022-01-30 09:34:58.788465+00
25804	323	2	7937	4.99	2022-01-30 09:17:58.313443+00
25816	324	2	6299	4.99	2022-01-29 04:30:21.029342+00
25916	333	2	6958	0.99	2022-01-27 12:38:22.598005+00
25921	333	2	9338	10.99	2022-01-30 22:45:15.091036+00
25928	334	2	5818	5.99	2022-01-26 17:42:45.346694+00
25931	334	2	6749	4.99	2022-01-25 11:29:01.814551+00
25940	335	1	4387	8.99	2022-01-30 08:04:27.430391+00
25947	335	1	8855	2.99	2022-01-25 08:17:31.87356+00
25962	336	1	10055	0.99	2022-01-30 20:15:08.326738+00
25982	338	2	7584	3.99	2022-01-25 05:20:46.858165+00
26020	342	2	7280	2.99	2022-01-28 05:24:56.662097+00
